gene_name_K12	gene_name_SL1344	gene_name_LT2	gene_name_14028s	gene_name_ST474	gene_id_K12	gene_id_SL1344	gene_id_LT2	gene_id_14028s	gene_id_ST474	ortho_id
arnC	SL1344_RS11795	pmrF	STM14_RS12700	arnC	b2254	SL1344_RS11795	STM2298	STM14_RS12700	STM474_RS11795	ortho_1400
yicN	SL1344_RS19490	yicN	STM14_RS19995	STM474_RS19490	b3663	SL1344_RS19490	STM3786	STM14_RS19995	STM474_RS19490	ortho_1401
sbcB	SL1344_RS10635	sbcB	STM14_RS11540	sbcB	b2011	SL1344_RS10635	STM2067	STM14_RS11540	STM474_RS10635	ortho_1402
sufE	SL1344_RS06825	ynhA	sufE	sufE	b1679	SL1344_RS06825	STM1374	STM14_RS07725	STM474_RS06825	ortho_1403
ygiN	SL1344_RS16445	ygiN	STM14_RS16975	STM474_RS16445	b3029	SL1344_RS16445	STM3180	STM14_RS16975	STM474_RS16445	ortho_1404
yhfL	SL1344_RS17960	yhfL	STM14_RS18465	STM474_RS17960	b3369	SL1344_RS17960	STM3480	STM14_RS18465	STM474_RS17960	ortho_1405
flgH	SL1344_RS05815	flgH	STM14_RS06400	flgH	b1079	SL1344_RS05815	STM1180	STM14_RS06400	STM474_RS05815	ortho_1406
acnB	acnB	acnB	acnB	acnB	b0118	SL1344_RS00805	STM0158	STM14_RS01375	STM474_RS00805	ortho_1407
gntR	SL1344_RS18265	gntR	STM14_RS18770	gntR	b3438	SL1344_RS18265	STM3543	STM14_RS18770	STM474_RS18265	ortho_1408
rnd	SL1344_RS09070	rnd	STM14_RS09975	rnd	b1804	SL1344_RS09070	STM1817	STM14_RS09975	STM474_RS09070	ortho_1409
gudX	SL1344_RS15320	ygcY	STM14_RS15850	STM474_RS15320	b2788	SL1344_RS15320	STM2961	STM14_RS15850	STM474_RS15320	ortho_1410
dinJ	SL1344_RS18145	dinJ	STM14_RS18650	STM474_RS18145	b0226	SL1344_RS18145	STM3517	STM14_RS18650	STM474_RS18145	ortho_1411
ppx	SL1344_RS12840	ppx	STM14_RS13745	ppx	b2502	SL1344_RS12840	STM2502	STM14_RS13745	STM474_RS12840	ortho_1412
recN	SL1344_RS13835	recN	recN	recN	b2616	SL1344_RS13835	STM2684	STM14_RS14660	STM474_RS13835	ortho_1413
kdpE	SL1344_RS03550	kdpE	kdpE	kdpE	b0694	SL1344_RS03550	STM0702	STM14_RS04125	STM474_RS03550	ortho_1414
yhjD	yhjD	yhjD	yhjD	yhjD	b3522	SL1344_RS18590	STM3608	STM14_RS19095	STM474_RS18590	ortho_1415
anmK	SL1344_RS07185	ydhH	STM14_RS08085	anmK	b1640	SL1344_RS07185	STM1446	STM14_RS08085	STM474_RS07185	ortho_1416
hslV	SL1344_RS21025	hslV	STM14_RS21525	hslV	b3932	SL1344_RS21025	STM4092	STM14_RS21525	STM474_RS21025	ortho_1417
yehD	SL1344_RS11060	stcA	STM14_RS11965	yehD	b2111	SL1344_RS11060	STM2152	STM14_RS11965	STM474_RS11060	ortho_1418
acpT	SL1344_RS18465	acpT	acpT	acpT	b3475	SL1344_RS18465	STM3583	STM14_RS18970	STM474_RS18465	ortho_1419
nadR	SL1344_RS23495	nadR	nadR	nadR	b4390	SL1344_RS23495	STM4580	STM14_RS23990	STM474_RS23495	ortho_1420
hisG	SL1344_RS10655	hisG	STM14_RS11560	hisG	b2019	SL1344_RS10655	STM2071	STM14_RS11560	STM474_RS10655	ortho_1421
priA	SL1344_RS21040	priA	STM14_RS21540	priA	b3935	SL1344_RS21040	STM4095	STM14_RS21540	STM474_RS21040	ortho_1422
ydfH	SL1344_RS07505	ydfH	STM14_RS08405	STM474_RS07505	b1540	SL1344_RS07505	STM1510	STM14_RS08405	STM474_RS07505	ortho_1423
ulaB	SL1344_RS22505	sgaB	STM14_RS23000	ulaB	b4194	SL1344_RS22505	STM4384	STM14_RS23000	STM474_RS22505	ortho_1424
guaC	SL1344_RS00720	guaC	STM14_RS01290	STM474_RS00720	b0104	SL1344_RS00720	STM0141	STM14_RS01290	STM474_RS00720	ortho_1425
rcdA	SL1344_RS04400	STM0869	STM14_RS04985	STM474_RS04400	b0846	SL1344_RS04400	STM0869	STM14_RS04985	STM474_RS04400	ortho_1426
ypjD	SL1344_RS13810	corE	ypjD	STM474_RS13810	b2611	SL1344_RS13810	STM2678	STM14_RS14635	STM474_RS13810	ortho_1427
narU	SL1344_RS08810	narU	narU	STM474_RS07855	b1469	SL1344_RS08810	STM1576	STM14_RS08755	STM474_RS07855	ortho_1428
rbsD	SL1344_RS19980	rbsD	STM14_RS20485	rbsD	b3748	SL1344_RS19980	STM3881	STM14_RS20485	STM474_RS19980	ortho_1429
ydhI	SL1344_RS07170	ydhI	STM14_RS08070	STM474_RS07170	b1643	SL1344_RS07170	STM1443	STM14_RS08070	STM474_RS07170	ortho_1430
rlmA	SL1344_RS09165	rrmA	STM14_RS10070	rlmA	b1822	SL1344_RS09165	STM1835	STM14_RS10070	STM474_RS09165	ortho_1431
potA	SL1344_RS06050	potG	STM14_RS06635	potA	b1126	SL1344_RS06050	STM0878	STM14_RS06635	STM474_RS06050	ortho_1432
yhbY	SL1344_RS17035	yhbY	yhbY	yhbY	b3180	SL1344_RS17035	STM3298	STM14_RS17540	STM474_RS17035	ortho_1433
glyA	SL1344_RS13095	glyA	STM14_RS14000	STM474_RS13095	b2551	SL1344_RS13095	STM2555	STM14_RS14000	STM474_RS13095	ortho_1434
ybjN	SL1344_RS04435	ybjN	STM14_RS05020	STM474_RS04435	b0853	SL1344_RS04435	STM0876	STM14_RS05020	STM474_RS04435	ortho_1435
qseG	SL1344_RS13135	yfhG	qseG	qseG	b2555	SL1344_RS13135	STM2563	STM14_RS14040	STM474_RS13135	ortho_1436
murP	SL1344_RS13170	STM2570	STM14_RS14075	STM474_RS13170	b2429	SL1344_RS13170	STM2570	STM14_RS14075	STM474_RS13170	ortho_1437
hslU	hslU	hslU	STM14_RS21520	hslU	b3931	SL1344_RS21020	STM4091	STM14_RS21520	STM474_RS21020	ortho_1438
tesB	SL1344_RS02370	tesB	STM14_RS02940	tesB	b0452	SL1344_RS02370	STM0464	STM14_RS02940	STM474_RS02370	ortho_1439
leuA	SL1344_RS00575	leuA	STM14_RS01145	leuA	b0074	SL1344_RS00575	STM0113	STM14_RS01145	STM474_RS00575	ortho_1440
wrbA	SL1344_RS05500	wraB	STM14_RS06085	wrbA	b1004	SL1344_RS05500	STM1119	STM14_RS06085	STM474_RS05500	ortho_1441
nirC	SL1344_RS17940	nirC	nirC	nirC	b3367	SL1344_RS17940	STM3476	STM14_RS18445	STM474_RS17940	ortho_1442
rcsD	SL1344_RS11650	yojN	rcsD	rcsD	b2216	SL1344_RS11650	STM2269	STM14_RS12555	STM474_RS11650	ortho_1443
yhbE	SL1344_RS17060	NA	STM14_RS17565	STM474_RS17060	b3184	SL1344_RS17060	NA	STM14_RS17565	STM474_RS17060	ortho_1444
fimF	SL1344_RS00130	bcfF	bcfF	NA	b4318	SL1344_RS00130	STM0026	STM14_RS00695	NA	ortho_1445
rsuA	SL1344_RS11415	rsuA	STM14_RS12320	rsuA	b2183	SL1344_RS11415	STM2222	STM14_RS12320	STM474_RS11415	ortho_1446
rmuC	SL1344_RS20405	rmuC	rmuC	rmuC	b3832	SL1344_RS20405	STM3969	STM14_RS20905	STM474_RS20405	ortho_1447
metG	metG	metG	metG	metG	b2114	SL1344_RS11075	STM2155	STM14_RS11980	STM474_RS11075	ortho_1448
djlC	SL1344_RS03325	ybeV	STM14_RS03900	STM474_RS03325	b0649	SL1344_RS03325	STM0658	STM14_RS03900	STM474_RS03325	ortho_1449
elaB	SL1344_RS11860	elaB	STM14_RS12765	elaB	b2266	SL1344_RS11860	STM2311	STM14_RS12765	STM474_RS11860	ortho_1450
wza	SL1344_RS10890	wza	wza	STM474_RS10890	b2062	SL1344_RS10890	STM2118	STM14_RS11795	STM474_RS10890	ortho_1451
sodB	SL1344_RS07110	sodB	sodB	sodB	b1656	SL1344_RS07110	STM1431	STM14_RS08010	STM474_RS07110	ortho_1452
ydiH	SL1344_RS06790	ydiH	ydiH	STM474_RS06790	b1685	SL1344_RS06790	STM1367	STM14_RS07690	STM474_RS06790	ortho_1453
hybA	SL1344_RS16285	hybA	hybA	hybA	b2996	SL1344_RS16285	STM3149	STM14_RS16815	STM474_RS16285	ortho_1454
msbA	SL1344_RS04785	msbA	msbA	msbA	b0914	SL1344_RS04785	STM0984	STM14_RS05370	STM474_RS04785	ortho_1455
ycdY	SL1344_RS05600	ycdY	STM14_RS06185	STM474_RS05600	b1035	SL1344_RS05600	STM1137	STM14_RS06185	STM474_RS05600	ortho_1456
pspF	SL1344_RS08440	pspF	STM14_RS09345	pspF	b1303	SL1344_RS08440	STM1691	STM14_RS09345	STM474_RS08440	ortho_1457
rffM	SL1344_RS20210	wecG	STM14_RS20710	rffM	b3794	SL1344_RS20210	STM3929	STM14_RS20710	STM474_RS20210	ortho_1458
yciO	SL1344_RS08600	yciO	STM14_RS09505	STM474_RS08600	b1267	SL1344_RS08600	STM1720	STM14_RS09505	STM474_RS08600	ortho_1459
queF	SL1344_RS15355	yqcD	queF	queF	b2794	SL1344_RS15355	STM2968	STM14_RS15880	STM474_RS15355	ortho_1460
rpmB	SL1344_RS19205	rpmB	STM14_RS19710	rpmB	b3637	SL1344_RS19205	STM3728	STM14_RS19710	STM474_RS19205	ortho_1461
yceB	SL1344_RS05735	yceB	STM14_RS06320	STM474_RS05735	b1063	SL1344_RS05735	STM1164	STM14_RS06320	STM474_RS05735	ortho_1462
qmcA	SL1344_RS02550	ybbK	STM14_RS03120	STM474_RS02550	b0489	SL1344_RS02550	STM0501	STM14_RS03120	STM474_RS02550	ortho_1463
lpxA	SL1344_RS01155	lpxA	STM14_RS01725	lpxA	b0181	SL1344_RS01155	STM0228	STM14_RS01725	STM474_RS01155	ortho_1464
yfeC	SL1344_RS12385	yfeC	yfeC	STM474_RS12385	b2398	SL1344_RS12385	STM2413	STM14_RS13290	STM474_RS12385	ortho_1465
fadH	SL1344_RS16640	fadH	STM14_RS17170	STM474_RS16640	b3081	SL1344_RS16640	STM3219	STM14_RS17170	STM474_RS16640	ortho_1466
elaD	sseL	STM2287	sseL	sseL	b2269	SL1344_RS11745	STM2287	STM14_RS12650	STM474_RS11745	ortho_1467
dam	SL1344_RS17980	dam	dam	dam	b3387	SL1344_RS17980	STM3484	STM14_RS18485	STM474_RS17980	ortho_1468
exoX	SL1344_RS09395	exoX	STM14_RS10300	exoX	b1844	SL1344_RS09395	STM1878	STM14_RS10300	STM474_RS09395	ortho_1469
amiB	SL1344_RS22375	amiB	STM14_RS22870	amiB	b4169	SL1344_RS22375	STM4358	STM14_RS22870	STM474_RS22375	ortho_1470
hycD	hycD	hycD	hycD	STM474_RS14760	b2722	SL1344_RS14760	STM2850	STM14_RS15290	STM474_RS14760	ortho_1471
purF	SL1344_RS12765	purC	STM14_RS13670	purC	b2312	SL1344_RS12765	STM2487	STM14_RS13670	STM474_RS12765	ortho_1472
trmA	trmA	trmA	trmA	trmA	b3965	SL1344_RS21205	STM4129	STM14_RS21705	STM474_RS21205	ortho_1473
hisH	hisH	hisH	hisH	hisH	b2023	SL1344_RS10675	STM2075	STM14_RS11580	STM474_RS10675	ortho_1474
csgF	SL1344_RS05615	csgF	csgF	csgF	b1038	SL1344_RS05615	STM1140	STM14_RS06200	STM474_RS05615	ortho_1475
grxD	grxD	ydhD	STM14_RS08020	grxD	b1654	SL1344_RS07120	STM1433	STM14_RS08020	STM474_RS07120	ortho_1476
cnoX	SL1344_RS02565	ybbN	ybbN	cnoX	b0492	SL1344_RS02565	STM0504	STM14_RS03135	STM474_RS02565	ortho_1477
nrdD	SL1344_RS22840	nrdD	STM14_RS23335	nrdD	b4238	SL1344_RS22840	STM4452	STM14_RS23335	STM474_RS22840	ortho_1478
rclA	SL1344_RS02850	STM0564	STM14_RS03425	STM474_RS02850	b0304	SL1344_RS02850	STM0564	STM14_RS03425	STM474_RS02850	ortho_1479
epmC	SL1344_RS12215	yfcM	STM14_RS13120	STM474_RS12215	b2326	SL1344_RS12215	STM2381	STM14_RS13120	STM474_RS12215	ortho_1480
infA	SL1344_RS04630	infA	STM14_RS05215	infA	b0884	SL1344_RS04630	STM0953	STM14_RS05215	STM474_RS04630	ortho_1481
ldtF	SL1344_RS01600	yafK	STM14_RS02170	STM474_RS01600	b0224	SL1344_RS01600	STM0312	STM14_RS02170	STM474_RS01600	ortho_1482
yjjZ	SL1344_RS23355	STM4552	STM14_RS23850	STM474_RS23355	b4567	SL1344_RS23355	STM4552	STM14_RS23850	STM474_RS23355	ortho_1483
slyD	SL1344_RS17835	slyD	STM14_RS18340	slyD	b3349	SL1344_RS17835	STM3455	STM14_RS18340	STM474_RS17835	ortho_1484
pspB	SL1344_RS08430	pspB	pspB	pspB	b1305	SL1344_RS08430	STM1689	STM14_RS09335	STM474_RS08430	ortho_1485
tolB	tolB	tolB	tolB	tolB	b0740	SL1344_RS03790	STM0748	STM14_RS04365	STM474_RS03790	ortho_1486
dgoR	SL1344_RS19720	dgoR	STM14_RS20225	dgoR	b4479	SL1344_RS19720	STM3830	STM14_RS20225	STM474_RS19720	ortho_1487
potB	SL1344_RS06045	potB	STM14_RS06630	potB	b1125	SL1344_RS06045	STM1225	STM14_RS06630	STM474_RS06045	ortho_1488
hflK	SL1344_RS22400	hflK	hflK	hflK	b4174	SL1344_RS22400	STM4363	STM14_RS22895	STM474_RS22400	ortho_1489
ybjS	SL1344_RS04525	STM0932	STM14_RS05110	STM474_RS04525	b0868	SL1344_RS04525	STM0932	STM14_RS05110	STM474_RS04525	ortho_1490
cmoM	SL1344_RS04820	smtA	cmoM	cmoM	b0921	SL1344_RS04820	STM0991	STM14_RS05405	STM474_RS04820	ortho_1491
ribE	SL1344_RS02135	ribH	STM14_RS02705	ribE	b0415	SL1344_RS02135	STM0417	STM14_RS02705	STM474_RS02135	ortho_1492
moaA	SL1344_RS04060	moaA	moaA	moaA	b0781	SL1344_RS04060	STM0802	STM14_RS04635	STM474_RS04060	ortho_1493
eutK	SL1344_RS12605	eutK	eutK	eutK	b2438	SL1344_RS12605	STM2455	STM14_RS13510	STM474_RS12605	ortho_1494
yoaK	SL1344_RS27005	NA	NA	STM474_RS26955	b4676	SL1344_RS27005	NA	NA	STM474_RS26955	ortho_1495
ydhB	SL1344_RS07100	ydhB	STM14_RS08000	STM474_RS07100	b1659	SL1344_RS07100	STM1429	STM14_RS08000	STM474_RS07100	ortho_1496
rlmH	SL1344_RS03235	ybeA	rlmH	rlmH	b0636	SL1344_RS03235	STM0641	STM14_RS03810	STM474_RS03235	ortho_1497
yfcP	SL1344_RS01015	stfG	STM14_RS01585	STM474_RS01015	b2333	SL1344_RS01015	STM0200	STM14_RS01585	STM474_RS01015	ortho_1498
epd	gapA	epd	gapA	epd	b2927	SL1344_RS15885	STM3070	STM14_RS16410	STM474_RS15885	ortho_1499
pabA	SL1344_RS17905	pabA	STM14_RS18410	pabA	b3360	SL1344_RS17905	STM3469	STM14_RS18410	STM474_RS17905	ortho_1500
efp	efp	efp	STM14_RS22750	efp	b4147	SL1344_RS22255	STM4334	STM14_RS22750	STM474_RS22255	ortho_1501
ftsI	SL1344_RS00620	STM1836	STM14_RS01190	ftsI	b0084	SL1344_RS00620	STM1836	STM14_RS01190	STM474_RS00620	ortho_1502
tsaC	SL1344_RS17570	yrdC	tsaC	tsaC	b3282	SL1344_RS17570	STM3402	STM14_RS18075	STM474_RS17570	ortho_1503
ybeY	SL1344_RS03375	ybeY	ybeY	ybeY	b0659	SL1344_RS03375	STM0668	STM14_RS03950	STM474_RS03375	ortho_1504
mdtA	SL1344_RS10930	mdtA	mdtA	mdtA	b2074	SL1344_RS10930	STM2126	STM14_RS11835	STM474_RS10930	ortho_1505
stpA	SL1344_RS14495	stpA	stpA	stpA	b2669	SL1344_RS14495	STM2799	STM14_RS15025	STM474_RS14495	ortho_1506
ogt	SL1344_RS08280	ogt	STM14_RS09180	ogt	b1335	SL1344_RS08280	STM1659	STM14_RS09180	STM474_RS08280	ortho_1507
folC	SL1344_RS12135	folC	folC	folC	b2315	SL1344_RS12135	STM2365	STM14_RS13040	STM474_RS12135	ortho_1508
narJ	narJ	narJ	STM14_RS09700	narJ	b1226	SL1344_RS08795	STM1762	STM14_RS09700	STM474_RS08795	ortho_1509
ygdG	SL1344_RS15375	exo	xni	xni	b2798	SL1344_RS15375	STM2972	STM14_RS15900	STM474_RS15375	ortho_1510
ccmB	ccmB	ccmB	ccmB	ccmB	b2200	SL1344_RS11575	STM2253	STM14_RS12480	STM474_RS11575	ortho_1511
wzxE	SL1344_RS20195	wzxE	wzxE	wzxE	b3792	SL1344_RS20195	STM3926	STM14_RS20695	STM474_RS20195	ortho_1512
ffh	SL1344_RS13805	ffh	STM14_RS14630	ffh	b2610	SL1344_RS13805	STM2677	STM14_RS14630	STM474_RS13805	ortho_1513
pdeA	SL1344_RS12370	yfeA	STM14_RS13275	STM474_RS12370	b2395	SL1344_RS12370	STM2410	STM14_RS13275	STM474_RS12370	ortho_1514
entA	SL1344_RS03020	entA	entA	entA	b0596	SL1344_RS03020	STM0598	STM14_RS03595	STM474_RS03020	ortho_1515
insEF5	SL1344_RS14335	STM0325	NA	STM474_RS14335	U00096_CDS_2170235_2171398	SL1344_RS14335	STM0325	NA	STM474_RS14335	ortho_1516
mcrA	SL1344_RS25470	NA	STM14_RS24970	NA	b1159	SL1344_RS25470	NA	STM14_RS24970	NA	ortho_1517
dmsA	SL1344_RS04685	STM1498	STM14_RS22605	dmsA	b0894	SL1344_RS04685	STM1498	STM14_RS22605	STM474_RS04685	ortho_1518
torZ	SL1344_RS18785	torA	STM14_RS19290	NA	b1872	SL1344_RS18785	STM3822	STM14_RS19290	NA	ortho_1519
osmY	SL1344_RS23400	osmY	osmY	osmY	b4376	SL1344_RS23400	STM4561	STM14_RS08325	STM474_RS07425	ortho_1520
arfA	SL1344_RS17615	STM3411	arfA	STM474_RS17615	b4550	SL1344_RS17615	STM3411	STM14_RS18120	STM474_RS17615	ortho_1521
yjgM	SL1344_RS22945	oatA	STM14_RS23440	STM474_RS22945	b4256	SL1344_RS22945	STM4473	STM14_RS23440	STM474_RS22945	ortho_1522
ymdB	SL1344_RS05650	STM1147	STM14_RS06235	ymdB	b1045	SL1344_RS05650	STM1147	STM14_RS06235	STM474_RS05650	ortho_1523
ugpQ	SL1344_RS18315	ugpQ	STM14_RS18820	ugpQ	b3449	SL1344_RS18315	STM3553	STM14_RS18820	STM474_RS18315	ortho_1524
sufB	SL1344_RS06805	sufB	sufB	sufB	b1683	SL1344_RS06805	STM1370	STM14_RS07705	STM474_RS06805	ortho_1525
uspF	SL1344_RS08235	ynaF	STM14_RS09135	uspF	b1376	SL1344_RS08235	STM1652	STM14_RS09135	STM474_RS08235	ortho_1526
yohD	SL1344_RS11155	yohD	STM14_RS12060	STM474_RS11155	b2136	SL1344_RS11155	STM2170	STM14_RS12060	STM474_RS11155	ortho_1527
allS	SL1344_RS02615	allS	allS	allS	b0504	SL1344_RS02615	STM0514	STM14_RS03185	STM474_RS02615	ortho_1528
frlD	SL1344_RS18550	STM3600	STM14_RS19055	STM474_RS18550	b3374	SL1344_RS18550	STM3600	STM14_RS19055	STM474_RS18550	ortho_1529
malM	SL1344_RS21725	malM	malM	malM	b4037	SL1344_RS21725	STM4232	STM14_RS22225	STM474_RS21725	ortho_1530
ugd	SL1344_RS10700	udg	STM14_RS11605	ugd	b2028	SL1344_RS10700	STM2080	STM14_RS11605	STM474_RS10700	ortho_1531
ykgH	SL1344_RS11340	STM2208	opvB	NA	b0310	SL1344_RS11340	STM2208	STM14_RS12245	NA	ortho_1532
entS	SL1344_RS02995	entS	entS	entS	b0591	SL1344_RS02995	STM0593	STM14_RS03570	STM474_RS02995	ortho_1533
dedD	SL1344_RS12130	dedD	STM14_RS13035	dedD	b2314	SL1344_RS12130	STM2364	STM14_RS13035	STM474_RS12130	ortho_1534
leuS	leuS	leuS	STM14_RS03850	leuS	b0642	SL1344_RS03275	STM0648	STM14_RS03850	STM474_RS03275	ortho_1535
bcsE	SL1344_RS18660	bcsE	bcsE	bcsE	b3536	SL1344_RS18660	STM3622	STM14_RS19165	STM474_RS18660	ortho_1536
hybE	SL1344_RS16265	hybE	STM14_RS16795	hybE	b2992	SL1344_RS16265	STM3145	STM14_RS16795	STM474_RS16265	ortho_1537
plsC	SL1344_RS16410	plsC	STM14_RS16940	plsC	b3018	SL1344_RS16410	STM3173	STM14_RS16940	STM474_RS16410	ortho_1538
adeQ	SL1344_RS19830	yieG	STM14_RS20335	NA	b3664	SL1344_RS19830	STM3851	STM14_RS20335	NA	ortho_1539
yeaO	SL1344_RS06345	yeaO	STM14_RS07245	STM474_RS06345	b1792	SL1344_RS06345	STM1277	STM14_RS07245	STM474_RS06345	ortho_1540
tufA	tuf	tufA	STM14_RS21785	tuf	b3339	SL1344_RS17785	STM3445	STM14_RS21785	STM474_RS17785	ortho_1541
lpxL	SL1344_RS05690	htrB	STM14_RS06275	STM474_RS05690	b1054	SL1344_RS05690	STM1155	STM14_RS06275	STM474_RS05690	ortho_1542
torD	SL1344_RS19670	torD	torD	torD	b0998	SL1344_RS19670	STM3821	STM14_RS20175	STM474_RS19670	ortho_1543
birA	SL1344_RS21250	birA	STM14_RS21750	STM474_RS21250	b3973	SL1344_RS21250	STM4138	STM14_RS21750	STM474_RS21250	ortho_1544
yfcV	SL1344_RS00990	stfA	STM14_RS01560	stfA	b2339	SL1344_RS00990	STM0195	STM14_RS01560	STM474_RS00990	ortho_1545
glpF	SL1344_RS21000	glpF	STM14_RS21500	STM474_RS21000	b3927	SL1344_RS21000	STM4087	STM14_RS21500	STM474_RS21000	ortho_1546
ydhF	SL1344_RS07150	ydhF	STM14_RS08050	STM474_RS07150	b1647	SL1344_RS07150	STM1439	STM14_RS08050	STM474_RS07150	ortho_1547
sgcE	SL1344_RS08060	STM1617	STM14_RS08960	STM474_RS08060	b4301	SL1344_RS08060	STM1617	STM14_RS08960	STM474_RS08060	ortho_1548
gyrA	SL1344_RS11665	gyrA	STM14_RS12570	gyrA	b2231	SL1344_RS11665	STM2272	STM14_RS12570	STM474_RS11665	ortho_1549
yraI	SL1344_RS18760	lpfB	lpfB	lpfB	b3143	SL1344_RS18760	STM3639	STM14_RS19265	STM474_RS18760	ortho_1550
uppS	SL1344_RS01120	uppS	STM14_RS01690	ispU	b0174	SL1344_RS01120	STM0221	STM14_RS01690	STM474_RS01120	ortho_1551
ybcM	SL1344_RS05315	STM1082	STM14_RS05900	STM474_RS05315	b0546	SL1344_RS05315	STM1082	STM14_RS05900	STM474_RS05315	ortho_1552
fmt	SL1344_RS17595	fmt	STM14_RS18100	fmt	b3288	SL1344_RS17595	STM3407	STM14_RS18100	STM474_RS17595	ortho_1553
pepN	SL1344_RS05190	pepN	STM14_RS05775	pepN	b0932	SL1344_RS05190	STM1057	STM14_RS05775	STM474_RS05190	ortho_1554
ycaC	SL1344_RS19365	slsA	STM14_RS19870	STM474_RS19365	b0897	SL1344_RS19365	STM3761	STM14_RS19870	STM474_RS19365	ortho_1555
fucU	SL1344_RS15405	fucU	STM14_RS15930	fucU	b2804	SL1344_RS15405	STM2978	STM14_RS15930	STM474_RS15405	ortho_1556
nuoE	SL1344_RS11930	nuoE	nuoE	nuoE	b2285	SL1344_RS11930	STM2325	STM14_RS12835	STM474_RS11930	ortho_1557
yjcE	SL1344_RS21910	yjcE	STM14_RS22410	STM474_RS21910	b4065	SL1344_RS21910	STM4269	STM14_RS22410	STM474_RS21910	ortho_1558
acrD	SL1344_RS17515	STM0351	mdsB	acrD	b2470	SL1344_RS17515	STM0351	STM14_RS02365	STM474_RS12735	ortho_1559
entB	SL1344_RS03015	entB	entB	STM474_RS03015	b0595	SL1344_RS03015	STM0597	STM14_RS03590	STM474_RS03015	ortho_1560
idnO	SL1344_RS22995	idnO	STM14_RS23490	idnO	b4266	SL1344_RS22995	STM4483	STM14_RS23490	STM474_RS22995	ortho_1561
yjbH	SL1344_RS21690	yjbH	STM14_RS22190	STM474_RS21690	b4029	SL1344_RS21690	STM4225	STM14_RS22190	STM474_RS21690	ortho_1562
lsrR	SL1344_RS20930	ydeW	STM14_RS21430	lsrR	b1512	SL1344_RS20930	STM4073	STM14_RS21430	STM474_RS20930	ortho_1563
hns	SL1344_RS23555	sthD	sthD	NA	b1237	SL1344_RS23555	STM4592	STM14_RS24050	NA	ortho_1564
ydiL	SL1344_RS06770	ydiL	STM14_RS07670	STM474_RS06770	b1689	SL1344_RS06770	STM1362	STM14_RS07670	STM474_RS06770	ortho_1565
ybbW	SL1344_RS02650	allP	STM14_RS03220	STM474_RS02650	b0511	SL1344_RS02650	STM0522	STM14_RS03220	STM474_RS02650	ortho_1566
dcuR	SL1344_RS22095	dcuR	dcuR	dcuR	b4124	SL1344_RS22095	STM4303	STM14_RS22595	STM474_RS22095	ortho_1567
radD	SL1344_RS11420	yejH	STM14_RS12325	STM474_RS11420	b2184	SL1344_RS11420	STM2223	STM14_RS12325	STM474_RS11420	ortho_1568
argO	SL1344_RS15865	yggA	argO	argO	b2923	SL1344_RS15865	STM3066	STM14_RS16390	STM474_RS15865	ortho_1569
metH	SL1344_RS21500	metH	STM14_RS22000	metH	b4019	SL1344_RS21500	STM4188	STM14_RS22000	STM474_RS21500	ortho_1570
pdeR	SL1344_RS08505	yciR	STM14_RS09410	pdeR	b1285	SL1344_RS08505	STM1703	STM14_RS09410	STM474_RS08505	ortho_1571
ppsR	SL1344_RS06700	ydiA	STM14_RS07600	ppsR	b1703	SL1344_RS06700	STM1348	STM14_RS07600	STM474_RS06700	ortho_1572
mltD	SL1344_RS01315	dniR	STM14_RS01885	mltD	b0211	SL1344_RS01315	STM0260	STM14_RS01885	STM474_RS01315	ortho_1573
malP	SL1344_RS18130	malP	STM14_RS18635	malP	b3417	SL1344_RS18130	STM3514	STM14_RS18635	STM474_RS18130	ortho_1574
fdoG	fdnG	fdnG	STM14_RS08720	fdnG	b3894	SL1344_RS07820	STM1570	STM14_RS08720	STM474_RS07820	ortho_1575
tcdA	SL1344_RS15450	ygdL	tcdA	tcdA	b2812	SL1344_RS15450	STM2987	STM14_RS15975	STM474_RS15450	ortho_1576
srkA	SL1344_RS20535	yihE	STM14_RS21035	STM474_RS20535	b3859	SL1344_RS20535	STM3996	STM14_RS21035	STM474_RS20535	ortho_1577
leuE	SL1344_RS06305	leuE	STM14_RS07205	leuE	b1798	SL1344_RS06305	STM1270	STM14_RS07205	STM474_RS06305	ortho_1578
uvrD	SL1344_RS20315	uvrD	STM14_RS20815	uvrD	b3813	SL1344_RS20315	STM3951	STM14_RS20815	STM474_RS20315	ortho_1579
ileS	SL1344_RS00235	ileS	STM14_RS00800	ileS	b0026	SL1344_RS00235	STM0046	STM14_RS00800	STM474_RS00235	ortho_1580
cyoA	SL1344_RS02265	cyoA	cyoA	cyoA	b0432	SL1344_RS02265	STM0443	STM14_RS02835	STM474_RS02265	ortho_1581
ydiO	SL1344_RS06740	ydiO	STM14_RS07640	STM474_RS06740	b1695	SL1344_RS06740	STM1356	STM14_RS07640	STM474_RS06740	ortho_1582
cheZ	SL1344_RS09580	cheZ	cheZ	cheZ	b1881	SL1344_RS09580	STM1915	STM14_RS10485	STM474_RS09580	ortho_1583
csgC	SL1344_RS05640	csgC	csgC	csgC	b1043	SL1344_RS05640	STM1145	STM14_RS06225	STM474_RS05640	ortho_1584
rppH	SL1344_RS15540	ygdP	STM14_RS16065	rppH	b2830	SL1344_RS15540	STM3004	STM14_RS16065	STM474_RS15540	ortho_1585
