gene_id	start	stop	strand	gene_name	product	tu	GeneID	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM1491	1568516	1569664	R	STM1491	glycine/betaine ABC transporter ATP-binding protein,glycine/betaine ABC transporter ATP-binding protein	STM1494 // STM1493 // STM1492 // STM1491	1253009	NC_003197.2	NP_460451.1	194701	NA	NA	STM1491,NP_460451.1	NP_460451.1,glycine/betaine ABC transporter ATP-binding protein
STM1492	1569664	1570311	R	STM1492	choline ABC transporter permease,choline ABC transporter permease	STM1494 // STM1493 // STM1492 // STM1491	1253010	NC_003197.2	NP_460452.1	194701	NA	NA	STM1492,NP_460452.1	NP_460452.1,choline ABC transporter permease
STM1493	1570321	1571223	R	STM1493	glycine/betaine ABC transporter substrate-binding protein,glycine/betaine ABC transporter substrate-binding protein	STM1494 // STM1493 // STM1492 // STM1491	1253011	NC_003197.2	NP_460453.1	194701	NA	NA	STM1493,NP_460453.1	NP_460453.1,glycine/betaine ABC transporter substrate-binding protein
STM1494	1571252	1571962	R	STM1494	glycine/betaine ABC transporter permease,glycine/betaine ABC transporter permease	STM1494 // STM1493 // STM1492 // STM1491	1253012	NC_003197.2	NP_460454.1	194701	NA	NA	STM1494,NP_460454.1	NP_460454.1,glycine/betaine ABC transporter permease
STM1495	1572267	1572881	R	ynfI	DMSO reductase maturation protein,DMSO reductase maturation protein DsmD	ynfI	1253013	NC_003197.2	NP_460455.1	194701	NA	NA	STM1495,ynfI,NP_460455.1	NP_460455.1,DMSO reductase maturation protein,YnfI
STM1496	1572924	1573781	R	STM1496	putative dimethylsulfoxide reductase,putative dimethylsulfoxide reductase	STM1499 // STM1498 // STM1497 // STM1496	1253014	NC_003197.2	NP_460456.1	194701	NA	NA	STM1496,NP_460456.1	NP_460456.1,putative dimethylsulfoxide reductase
STM1497	1573783	1574400	R	STM1497	dimethylsulfoxide reductase, chain B,dimethylsulfoxide reductase, chain B	STM1499 // STM1498 // STM1497 // STM1496	1253015	NC_003197.2	NP_460457.1	194701	NA	NA	STM1497,NP_460457.1	NP_460457.1, chain B,dimethylsulfoxide reductase
STM1498	1574411	1576846	R	STM1498	dimethyl sulfoxide reductase subunit A,dimethyl sulfoxide reductase subunit A	STM1499 // STM1498 // STM1497 // STM1496	1253016	NC_003197.2	NP_460458.1	194701	NA	NA	STM1498,NP_460458.1	NP_460458.1,dimethyl sulfoxide reductase subunit A
STM1499	1576945	1579386	R	STM1499	putative dimethyl sulfoxide reductase, chain A1,putative dimethyl sulphoxide reductase, chain A1	STM1499 // STM1498 // STM1497 // STM1496	1253017	NC_003197.2	NP_460459.1	194701	NA	NA	STM1499,NP_460459.1	NP_460459.1, chain A1,putative dimethyl sulfoxide reductase,putative dimethyl sulphoxide reductase
STM1500	1579540	1579848	R	ynfD	putative outer membrane protein,putative outer membrane protein	ynfD	1253018	NC_003197.2	NP_460460.1	194701	NA	NA	STM1500,ynfD,NP_460460.1	NP_460460.1,putative outer membrane protein,YnfD
STM1501	1579943	1580662	D	ynfC	putative inner membrane lipoprotein,putative inner membrane lipoprotein	ynfC	1253019	NC_003197.2	NP_460461.3	194701	NA	NA	STM1501,ynfC,NP_460461.3	NP_460461.3,putative inner membrane lipoprotein,YnfC
STM1502	1580703	1581263	R	speG	spermidine acetyltransferase,spermidine acetyltransferase	ynfB // speG	1253020	NC_003197.2	NP_460462.1	194701	NA	NA	STM1502,speG,NP_460462.1	NP_460462.1,SpeG,spermidine acetyltransferase
STM1503	1581299	1581640	R	ynfB	hypothetical protein,hypothetical protein	ynfB // speG	1253021	NC_003197.2	NP_460463.1	194701	NA	NA	STM1503,ynfB,NP_460463.1	NP_460463.1,hypothetical protein,YnfB
STM1504	1581793	1582119	D	ynfA	UPF0060 membrane protein,hypothetical protein	ynfA	1253022	NC_003197.2	NP_460464.1	194701	NA	NA	STM1504,ynfA,NP_460464.1	NP_460464.1,UPF0060 membrane protein,YnfA
STM1505	1582241	1583455	D	rspA	bifunctional D-altronate/D-mannonate dehydratase,bifunctional D-altronate/D-mannonate dehydratase	rspB // rspA	1253023	NC_003197.2	NP_460465.1	194701	NA	NA	STM1505,rspA,NP_460465.1	NP_460465.1,bifunctional D-altronate/D-mannonate dehydratase,RspA
STM1506	1583466	1584485	D	rspB	Zn-dependent oxidoreductase,Zn-dependent oxidoreductase	rspB // rspA	1253024	NC_003197.2	NP_460466.1	194701	NA	NA	STM1506,rspB,NP_460466.1	NP_460466.1,RspB,Zn-dependent oxidoreductase
STM1507	1584539	1585516	D	ydfJ	putative transport protein,putative transport protein	ydfJ	2673769	NC_003197.2	NP_447926.1	194701	NA	NA	STM1507,ydfJ,NP_447926.1	NP_447926.1,putative transport protein,YdfJ
STM1508	1586062	1587528	D	ydfI	D-mannonate oxidoreductase,D-mannonate oxidoreductase	ydfI	1253026	NC_003197.2	NP_460468.1	194701	NA	NA	STM1508,ydfI,NP_460468.1	NP_460468.1,D-mannonate oxidoreductase,YdfI
STM1509	1587595	1587798	R	ydfZ	selenoprotein,selenoprotein YdfZ	ydfZ	1253027	NC_003197.2	NP_460469.1	194701	NA	NA	STM1509,ydfZ,NP_460469.1	NP_460469.1,selenoprotein,YdfZ
STM1510	1587979	1588665	R	ydfH	GntR family transcriptional regulator,GntR family transcriptional regulator	ydfH	1253028	NC_003197.2	NP_460470.1	194701	GntR	-	STM1510,ydfH,NP_460470.1,PF00392.20	NP_460470.1,GntR family transcriptional regulator,YdfH,GntR
STM1511	1588795	1589541	R	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase,NADP-dependent 3-hydroxy acid dehydrogenase	ydfG	1253029	NC_003197.2	NP_460471.1	194701	NA	NA	STM1511,ydfG,NP_460471.1	NP_460471.1,NADP-dependent 3-hydroxy acid dehydrogenase,YdfG
STM1512	1589680	1591722	D	dcp	dipeptidyl carboxypeptidase II,dipeptidyl carboxypeptidase II	dcp	1253030	NC_003197.2	NP_460472.1	194701	NA	NA	STM1512,dcp,NP_460472.1	NP_460472.1,Dcp,dipeptidyl carboxypeptidase II
STM1513	1592067	1592249	D	STM1513	stress-induced acidophilic repeat motif-containing protein,stress-induced acidophilic repeat motif-containing protein	STM1513	1253031	NC_003197.2	NP_460473.1	194701	NA	NA	STM1513,NP_460473.1	NP_460473.1,stress-induced acidophilic repeat motif-containing protein
STM1514	1592369	1592896	R	ydeJ	competence protein,competence protein ComA	ydeJ	1253032	NC_003197.2	NP_460474.1	194701	NA	NA	STM1514,ydeJ,NP_460474.1	NP_460474.1,competence protein,YdeJ
STM1515	1593323	1593715	D	ydeI	TIGR00156 family protein,TIGR00156 family protein	ydeI	1253033	NC_003197.2	NP_460475.1	194701	NA	NA	STM1515,ydeI,NP_460475.1	NP_460475.1,TIGR00156 family protein,YdeI
STM1516	1594407	1595594	R	ydeE	transporter,transporter	ydeE	1253034	NC_003197.2	NP_460476.1	194701	NA	NA	STM1516,ydeE,NP_460476.1	NP_460476.1,transporter,YdeE
STM1517	1595822	1596724	D	ydeD	<i>O</i>-acetylserine/cysteine exporter,putative permease, integral membrane protein	ydeD	1253035	NC_003197.2	NP_460477.1	194701	NA	NA	STM1517,ydeD,NP_460477.1	NP_460477.1,O-acetylserine/cysteine exporter,YdeD
STM1518	1596843	1597058	R	marB	multiple antibiotic resistance regulatory periplasmic protein,multiple antibiotic resistance regulatory periplasmic protein MarB	marR // marA // marB	1253036	NC_003197.2	NP_460478.1	194701	NA	NA	STM1518,marB,NP_460478.1	NP_460478.1,MarB,multiple antibiotic resistance regulatory periplasmic protein
STM1519	1597087	1597521	R	marA	AraC/XylS family transcriptional activator of defense systems,AraC/XylS family transcriptional activator of defense systems	marR // marA // marB	1253037	NC_003197.2	NP_460479.4	194701	NA	NA	STM1519,marA,NP_460479.4	NP_460479.4,AraC/XylS family transcriptional activator of defense systems,MarA
STM1520	1597490	1597924	R	marR	transcriptional regulator,transcriptional regulator	marR // marA // marB	1253038	NC_003197.2	NP_460480.1	194701	MarR	MARR_ECOLI	STM1520,marR,NP_460480.1,PF01047.21	NP_460480.1,MarR,transcriptional regulator,MarR
STM1521	1598183	1598848	D	marC	stress protection protein,stress protection protein MarC	marC	1253039	NC_003197.2	NP_460481.1	194701	NA	NA	STM1521,marC,NP_460481.1	NP_460481.1,MarC,stress protection protein
STM1522	1598895	1600085	R	ydeA	sugar transporter,sugar transporter	ydeA	1253040	NC_003197.2	NP_460482.1	194701	NA	NA	STM1522,ydeA,NP_460482.1,pnuP	NP_460482.1,PnuP,PnuP // YdeA,sugar transporter,YdeA
STM1523	1600201	1601073	R	yneJ	putative LysR family transcriptional regulator,putative LysR family transcriptional regulator	yneJ	1253041	NC_003197.2	NP_460483.1	194701	HTH_1	GLTR_BACSU	STM1523,yneJ,NP_460483.1,PF00126.26	NP_460483.1,putative LysR family transcriptional regulator,YneJ,HTH_1
STM1524	1601176	1602564	D	yneI	putative succinate-semialdehyde dehydrogenase,putative succinate-semialdehyde dehydrogenase	yneI	1253042	NC_003197.2	NP_460484.1	194701	NA	NA	STM1524,yneI,NP_460484.1	NP_460484.1,putative succinate-semialdehyde dehydrogenase,YneI
STM1525	1602637	1603563	D	yneH	putative glutaminase,putative glutaminase	yneG // yneH	1253043	NC_003197.2	NP_460485.1	194701	NA	NA	STM1525,yneH,NP_460485.1	NP_460485.1,putative glutaminase,YneH
STM1526	1603563	1603922	D	yneG	DUF4186 domain-containing protein,DUF4186 domain-containing protein	yneG // yneH	1253044	NC_003197.2	NP_460486.1	194701	NA	NA	STM1526,yneG,NP_460486.1	NP_460486.1,DUF4186 domain-containing protein,YneG
STM1527	1604146	1605093	D	STM1527	putative inner membrane protein,putative inner membrane protein	STM1527	1253045	NC_003197.2	NP_460487.1	194701	NA	NA	STM1527,NP_460487.1	NP_460487.1,putative inner membrane protein
STM1528	1605149	1605691	R	STM1528	DUF4440 domain-containing protein,DUF4440 domain-containing protein	STM1528	1253046	NC_003197.2	NP_460488.1	194701	NA	NA	STM1528,NP_460488.1	NP_460488.1,DUF4440 domain-containing protein
STM1529	1605540	1605866	D	STM1529	putative inner membrane protein,putative inner membrane protein	STM1529	1253047	NC_003197.2	NP_447948.1	194701	NA	NA	STM1529,NP_447948.1	NP_447948.1,putative inner membrane protein
STM1530	1606408	1607526	D	phoE	phosphoporin,phosphoporin PhoE	phoE	1253048	NC_003197.2	NP_460490.1	194701	NA	NA	STM1530,phoE,NP_460490.1	NP_460490.1,PhoE,phosphoporin
STM1531	1607667	1608008	R	hypA	hydrogenase maturation nickel metallochaperone,hydrogenase maturation nickel metallochaperone HypA	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253049	NC_003197.2	NP_460491.1	194701	NA	NA	STM1531,hypA,NP_460491.1	NP_460491.1,hydrogenase maturation nickel metallochaperone,HypA
STM1532	1608021	1608908	R	STM1532	ATP/GTP-binding protein,ATP/GTP-binding protein	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253050	NC_003197.2	NP_460492.1	194701	NA	NA	STM1532,NP_460492.1	NP_460492.1,ATP/GTP-binding protein
STM1533	1608896	1609957	R	STM1533	hydrogenase-1 operon protein HyaF2,hydrogenase-1 operon protein HyaF2	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253051	NC_003197.2	NP_460493.1	194701	NA	NA	STM1533,NP_460493.1	NP_460493.1,hydrogenase-1 operon protein HyaF2
STM1534	1609975	1610385	R	STM1534	putative hydrogenase,putative hydrogenase	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253052	NC_003197.2	NP_460494.1	194701	NA	NA	STM1534,NP_460494.1	NP_460494.1,putative hydrogenase
STM1535	1610382	1610681	R	STM1535	hydrogenase formation protein,hydrogenase formation protein	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253053	NC_003197.2	NP_460495.1	194701	NA	NA	STM1535,NP_460495.1	NP_460495.1,hydrogenase formation protein
STM1536	1610681	1611289	R	STM1536	putative hydrogenase maturation protease,hydrogenase expression/formation protein	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253054	NC_003197.2	NP_460496.1	194701	NA	NA	STM1536,NP_460496.1	NP_460496.1,hydrogenase expression/formation protein,putative hydrogenase maturation protease
STM1537	1611295	1612038	R	hydC	hydrogenase-5, b-type cytochrome subunit,Ni/Fe-hydrogenase, b-type cytochrome subunit	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253055	NC_003197.2	NP_460497.1	194701	NA	NA	STM1537,hydC,NP_460497.1	NP_460497.1, b-type cytochrome subunit,HydC,hydrogenase-5
STM1538	1611989	1613791	R	hydB	hydrogenase-5 large subunit,putative hydrogenase-1 large subunit	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253056	NC_003197.2	NP_460498.1	194701	NA	NA	STM1538,hydB,NP_460498.1	NP_460498.1,HydB,hydrogenase-5 large subunit
STM1539	1613794	1614897	R	hydA	hydrogenase-5 small subunit,putative hydrogenase-1 small subunit	hydA // hydB // hydC // STM1536 // STM1535 // STM1534 // STM1533 // STM1532 // hypA	1253057	NC_003197.2	NP_460499.1	194701	NA	NA	STM1539,hydA,NP_460499.1	NP_460499.1,HydA,hydrogenase-5 small subunit
STM1540	1615326	1616417	D	STM1540	putative hydrolase,putative hydrolase	STM1541 // STM1540	1253058	NC_003197.2	NP_460500.1	194701	NA	NA	STM1540,NP_460500.1	NP_460500.1,putative hydrolase
STM1541	1616463	1617254	D	STM1541	putative gntR family regulatory protein,putative gntR family regulatory protein	STM1541 // STM1540	1253059	NC_003197.2	NP_460501.1	194701	GntR	-	STM1541,NP_460501.1,PF00392.20	NP_460501.1,putative gntR family regulatory protein,GntR
STM1542	1617313	1618338	R	STM1542	alcohol dehydrogenase,alcohol dehydrogenase	STM1543 // STM1542	1253060	NC_003197.2	NP_460502.1	194701	NA	NA	STM1542,NP_460502.1	NP_460502.1,alcohol dehydrogenase
STM1543	1618313	1619599	R	STM1543	MFS transporter,MFS transporter	STM1543 // STM1542	1253061	NC_003197.2	NP_460503.1	194701	NA	NA	STM1543,NP_460503.1	NP_460503.1,MFS transporter
STM1544	1619776	1621332	R	pqaA	PhoPQ-regulated protein,PhoPQ-regulated protein	pqaA	1253062	NC_003197.2	NP_460504.1	194701	NA	NA	STM1544,pqaA,NP_460504.1	NP_460504.1,PhoPQ-regulated protein,PqaA
STM1545	1621402	1622643	R	STM1545	putative multidrug efflux protein,MFS transporter	STM1546 // STM1545	1253063	NC_003197.2	NP_460505.1	194701	NA	NA	STM1545,NP_460505.1	NP_460505.1,putative multidrug efflux protein
STM1546	1622633	1624141	R	STM1546	putative monooxygenase,hypothetical protein	STM1546 // STM1545	1253064	NC_003197.2	NP_460506.1	194701	NA	NA	STM1546,NP_460506.1	NP_460506.1,putative monooxygenase
STM1547	1624186	1624674	D	STM1547	MarR family transcriptional regulator,MarR family transcriptional regulator	STM1547	1253065	NC_003197.2	NP_460507.1	194701	MarR	-	STM1547,NP_460507.1,PF01047.21	NP_460507.1,MarR family transcriptional regulator,MarR
STM1548	1624906	1625946	D	STM1548	putative S-adenosylmethionine:tRNA-ribosyltransferase-isomerase,putative S-adenosylmethionine:tRNA-ribosyltransferase-isomerase	STM1548	1253066	NC_003197.2	NP_460508.3	194701	NA	NA	STM1548,NP_460508.3	NP_460508.3,putative S-adenosylmethionine:tRNA-ribosyltransferase-isomerase
STM1549	1625998	1626387	R	STM1549	putative translation initiation inhibitor,hypothetical protein	STM1549	1253067	NC_003197.2	NP_460509.1	194701	NA	NA	STM1549,NP_460509.1	NP_460509.1,putative translation initiation inhibitor
STM1550	1626558	1626842	R	relE	addiction module toxin,addiction module toxin RelE	STM1551 // relE	1253068	NC_003197.2	NP_460510.1	194701	ParE_toxin	-	STM1550,relE,NP_460510.1,PF05016.14	NP_460510.1,addiction module toxin,mRNA-degrading endonuclease,RelE,ParE_toxin
STM1551	1626832	1627080	R	STM1551	plasmid stabilization protein,plasmid stabilization protein	STM1551 // relE	1253069	NC_003197.2	NP_460511.1	194701	NA	NA	STM1551,NP_460511.1	NP_460511.1,plasmid stabilization protein
STM1552	1627912	1628820	D	STM1552	putative cytoplasmic protein,putative cytoplasmic protein	STM1552	1253070	NC_003197.2	NP_460512.1	194701	NA	NA	STM1552,NP_460512.1	NP_460512.1,putative cytoplasmic protein
STM1553	1628813	1629590	NA	STM1553		STM1553	NA	NA	NA	NA	NA	NA	STM1553	
STM1554	1630398	1631864	R	STM1554	putative coiled-coil protein,putative coiled-coil protein	STM1554	1253072	NC_003197.2	NP_460513.1	194701	NA	NA	STM1554,NP_460513.1	NP_460513.1,putative coiled-coil protein
STM1555	1632123	1633130	D	STM1555	putative transcriptional regulator,putative transcriptional regulator	STM1555	1253073	NC_003197.2	NP_460514.1	194701	LacI	-	STM1555,NP_460514.1,PF00356.20	NP_460514.1,putative transcriptional regulator,LacI
STM1556	1633274	1634725	D	nhaC	Na+/H+ antiporter,Na+/H+ antiporter NhaC	STM1557 // nhaC	1253074	NC_003197.2	NP_460515.1	194701	NA	NA	STM1556,nhaC,NP_460515.1	NP_460515.1,Na+/H+ antiporter,NhaC
STM1557	1634738	1635940	D	STM1557	putative aminotransferase,putative aminotransferase	STM1557 // nhaC	1253075	NC_003197.2	NP_460516.1	194701	NA	NA	STM1557,NP_460516.1	NP_460516.1,putative aminotransferase
STM1558	1636053	1638128	R	glgX	glycogen debranching enzyme,glycogen debranching enzyme GlgX	STM1560 // STM1559 // glgX	1253076	NC_003197.2	NP_460517.1	194701	NA	NA	STM1558,glgX,NP_460517.1	NP_460517.1,GlgX,glycogen debranching enzyme,glycogen-debranching enzyme
STM1559	1638185	1640713	R	STM1559	malto-oligosyltrehalose synthase,malto-oligosyltrehalose synthase	STM1560 // STM1559 // glgX	1253077	NC_003197.2	NP_460518.1	194701	NA	NA	STM1559,NP_460518.1	NP_460518.1,malto-oligosyltrehalose synthase
STM1560	1640710	1642494	R	STM1560	malto-oligosyltrehalose trehalohydrolase,malto-oligosyltrehalose trehalohydrolase	STM1560 // STM1559 // glgX	1253078	NC_003197.2	NP_460519.1	194701	NA	NA	STM1560,NP_460519.1	NP_460519.1,malto-oligosyltrehalose trehalohydrolase
STM1561	1642623	1643408	R	STM1561	putative outer membrane or secreted lipoprotein,hypothetical protein	STM1561	1253079	NC_003197.2	NP_460520.1	194701	NA	NA	STM1561,NP_460520.1	NP_460520.1,putative outer membrane or secreted lipoprotein
STM1562	1643551	1643880	R	STM1562	acid-resistance protein,acid-resistance protein	STM1562	1253080	NC_003197.2	NP_460521.1	194701	NA	NA	STM1562,NP_460521.1	NP_460521.1,acid-resistance protein
STM1563	1644230	1644661	R	osmC	OsmC family peroxiredoxin,OsmC family peroxiredoxin	osmC	1253081	NC_003197.2	NP_460522.1	194701	NA	NA	STM1563,osmC,NP_460522.1	NP_460522.1,OsmC,OsmC family peroxiredoxin
STM1564	1645174	1645389	D	yddX	biofilm-dependent modulation protein,biofilm-dependent modulation protein	yddX	1253082	NC_003197.2	NP_460523.1	194701	NA	NA	STM1564,yddX,NP_460523.1	NP_460523.1,biofilm-dependent modulation protein,YddX
STM1565	1645484	1645627	D	rpsV	30S ribosomal subunit S22,30S ribosomal subunit S22	rpsV	1253083	NC_003197.2	NP_460524.1	194701	NA	NA	STM1565,rpsV,NP_460524.1	NP_460524.1,30S ribosomal subunit S22,RpsV
STM1566	1645804	1647501	D	sfcA	NAD-dependent malic enzyme,NAD-dependent malic enzyme	adhP // sfcA	1253084	NC_003197.2	NP_460525.1	194701	NA	NA	STM1566,sfcA,NP_460525.1,maeA	NP_460525.1,MaeA,MaeA // SfcA,NAD-dependent malic enzyme,SfcA
STM1567	1647787	1648797	D	adhP	alcohol dehydrogenase,alcohol dehydrogenase AdhP	adhP // sfcA	1253085	NC_003197.2	NP_460526.1	194701	NA	NA	STM1567,adhP,NP_460526.1	NP_460526.1,AdhP,alcohol dehydrogenase
STM1568	1648888	1649544	R	fdnI	formate dehydrogenase N subunit gamma,formate dehydrogenase subunit gamma	fdnG // fdnH // fdnI	1253086	NC_003197.2	NP_460527.1	194701	NA	NA	STM1568,fdnI,NP_460527.1	NP_460527.1,FdnI,formate dehydrogenase N subunit gamma
STM1569	1649537	1650421	R	fdnH	formate dehydrogenase N subunit beta,formate dehydrogenase subunit beta	fdnG // fdnH // fdnI	1253087	NC_003197.2	NP_460528.1	194701	NA	NA	STM1569,fdnH,NP_460528.1	NP_460528.1,FdnH,formate dehydrogenase N subunit beta
STM1570	1650435	1653482	R	fdnG	formate dehydrogenase N subunit alpha,putative molybdopterin oxidoreductases	fdnG // fdnH // fdnI	1253088	NC_003197.2	NP_460529.1	194701	NA	NA	STM1570,fdnG,NP_460529.1	NP_460529.1,FdnG,formate dehydrogenase N subunit alpha
STM1571	1653817	1654641	D	yddG	putative permease,putative permease	yddG	1253089	NC_003197.2	NP_460530.3	194701	NA	NA	STM1571,yddG,NP_460530.3	NP_460530.3,putative permease,YddG
STM1572	1655166	1656254	D	ompD	outer membrane porin protein,phosphoporin PhoE	ompD	1253090	NC_003197.2	NP_460531.1	194701	NA	NA	STM1572,ompD,nmpC,NP_460531.1	NP_460531.1,NmpC,OmpD,OmpD // NmpC,outer membrane porin protein
STM1573	1656398	1656778	D	STM1573	putative cytoplasmic protein,putative cytoplasmic protein	STM1573	1253091	NC_003197.2	NP_460532.3	194701	NA	NA	STM1573,NP_460532.3	NP_460532.3,putative cytoplasmic protein
